taxon,lineage,conflict,pangolin_version,pangoLEARN_version,pango_version,status,note
hCoV-19/CzechRepublic/MOTOL-C2102-18288/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-18289/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-18312/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-18608/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-18611/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/MOTOL-C2102-18613/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-18717/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-18720/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-19341/2021,C.36,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/MOTOL-C2102-2313/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-4041/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-4061/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-9774/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2102-9783/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2103-4785/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2103-4786/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2103-4788/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2103-4789/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2103-5787/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-C2103-865/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2102-1852/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2102-2463/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2102-3162/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2102-3459/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2102-3562/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-110/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-2349/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-2393/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-2611/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-2699/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-2921/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-2992/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-3158/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-532/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-540/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-545/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-570/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/MOTOL-V2103-589/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1010/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1014/2021,B.1.527,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1049/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1071/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1082/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1085/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1088/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1089/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1090/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1145/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1148/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1150/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1162/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1163/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1164/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1171/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1173/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1174/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1178/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1210/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1293/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1320/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1321/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1322/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1323/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1324/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1336/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-136-3/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1378/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1383/2021,B.1.416.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1384/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1388/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1394/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1417/2021,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1418/2021,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1421/2021,B.1.221,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1494/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1495/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1507/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1541/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1565/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1568-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1578-21/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1590/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1592/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1593-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1594/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1628/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1629/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1630/2021,B.1.160,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1631/2021,B.1.1.153,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1643-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1671/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1673/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1681-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1684/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1689/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1690/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1708-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1713/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1715-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1720-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1723/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1724/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1725/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1726/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1728-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1744/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1746/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1747/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1749/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1750/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1751/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1753/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1755/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1757-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1779/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1780/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1787/2021,B.1.2,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1797/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1805/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1849/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1850/2021,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1851/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1859/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1861/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-1869/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-1955/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2000/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2001/2021,B.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-2002-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2002/2021,B.1.527,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-2008/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2040-21-2/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2055-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2073/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2120-21/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2134/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2135/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2155/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2190/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-2249/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2282/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2283/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2284/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2330/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2357/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2409/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2410/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-2414/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2415/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2416/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-246/2021,B.1.221,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-2523/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2540/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2585/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2586/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2587/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2588/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2589/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2646/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-2788/2021,B.1.351,0,2.4.2,2021-05-19,v1.2.6,passed_qc,9/9 B.1.351 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-3046/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-3244/2021,B.1.351,0,2.4.2,2021-05-19,v1.2.6,passed_qc,9/9 B.1.351 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-3279/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-3309/2021,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
hCoV-19/CzechRepublic/NRL-3315/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-3326-21/2021,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
hCoV-19/CzechRepublic/NRL-3327-21/2021,B.1.160,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
